main_player,game_id
loui8sdstk,180437951
loui8sdstk,180329674
loui8sdstk,180311659
skandaras,180845184
skandaras,180813532
skandaras,180823015
skandaras,180822584
skandaras,180812044
skandaras,180776296
skandaras,180775625
skandaras,180774789
skandaras,180716826
skandaras,180716186
menelaus34,180912198
menelaus34,180847355
menelaus34,180845184
menelaus34,180776296
menelaus34,180753612
menelaus34,180715449
menelaus34,180714867
menelaus34,180546297
menelaus34,180584809
menelaus34,180583863
menelaus34,180467632
menelaus34,180405973
menelaus34,180395080
menelaus34,180389348
menelaus34,180394421
menelaus34,180392811
menelaus34,180372904
menelaus34,180383404
menelaus34,180368021
menelaus34,180391307
dicedstk,180776296
dicedstk,180775625
dicedstk,180716826
dicedstk,180716186
dicedstk,180715449
dicedstk,180704973
dicedstk,180547102
dicedstk,180546297
dicedstk,180439027
dicedstk,180438890
dicedstk,180378341
dicedstk,180396877
dicedstk,180389348
dicedstk,180393840
dicedstk,180392811
dicedstk,180372904
dicedstk,180372174
dicedstk,180329513
dicedstk,180316114
dicedstk,180324815
bumster,180964278
loui8sdstk,180930734
loui8sdstk,180829058
diggs,181054398
diggs,181052643
diggs,181038353
diggs,181036498
diggs,181013915
bumster,181036498
bumster,181023828
bumster,181013674
loui8sdstk,181016830
loui8sdstk,181038353
loui8sdstk,181036498
loui8sdstk,181013915
smatties,181016830
smatties,181038353
skandaras,181054398
skandaras,181052643
skandaras,181016830
skandaras,181038353
skandaras,181036498
dicedstk,181054398
dicedstk,181052643
dicedstk,181038353
dicedstk,181036498
dicedstk,181023828
dicedstk,181013674
dicedstk,181013187
smatties,181075206
smatties,181084159
smatties,181083640
smatties,181073529
skandaras,181075206
skandaras,181074800
skandaras,181084159
skandaras,181083640
skandaras,181073529
skandaras,181104292
dicedstk,181075206
